conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.82946508030994E+018,Fri Aug 30 19:57:09 +0000 2024,0,@HajrinMantu @gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @T0M5helby @alisyarief @AdamVelcro Pembangunan IKN itu buat masa depan kita semua. Bukan Cuma soal keinginan pribadi.,1.8296093215479E+018,,HajrinMantu,in,,0,0,0,https://x.com/tyosieekho89/status/1829609321547907409,3146736950,tyosieekho89
1.82946092442574E+018,Fri Aug 30 19:56:57 +0000 2024,0,@HajrinMantu @GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @BosPurwa @rasa2086 @ferizandra Rosan nggak Cuma jalan-jalan dia lagi bawa investasi buat percepatan IKN. Ini langkah konkret!,1.82960927057451E+018,,HajrinMantu,in,,0,0,0,https://x.com/tyosieekho89/status/1829609270574518400,3146736950,tyosieekho89
1.82946697816114E+018,Fri Aug 30 19:56:46 +0000 2024,0,@HajrinMantu @griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @rojeoz @susyrizky @pgc_indonesia IKN bakal jadi kota masa depan. Investasi ini buat kesejahteraan kita semua bukan sekadar ambisi.,1.82960922455881E+018,,HajrinMantu,in,,0,0,0,https://x.com/tyosieekho89/status/1829609224558813441,3146736950,tyosieekho89
1.82946674200086E+018,Fri Aug 30 19:55:43 +0000 2024,0,@HajrinMantu @griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @JhonSitorus_18 @mpoklela7 @LOVE_UM4M4 Investor asing bakal bantu percepat pembangunan IKN. Ini langkah strategis bukan mimpi!,1.82960896232254E+018,,HajrinMantu,in,,0,0,0,https://x.com/tyosieekho89/status/1829608962322542741,3146736950,tyosieekho89
1.82946449408045E+018,Fri Aug 30 19:55:31 +0000 2024,0,@HajrinMantu @gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @sigitbudic @SantorinisSun IKN bakal jadi legacy yang besar buat Indonesia. Ini bukan proyek asal-asalan.,1.82960891234322E+018,,HajrinMantu,in,,0,0,0,https://x.com/tyosieekho89/status/1829608912343220650,3146736950,tyosieekho89
1.82960890367352E+018,Fri Aug 30 19:55:29 +0000 2024,0,#Repost @kementerian.atrbpn Halo #SobATRBPN dalam mendukung pembangunan di Ibu Kota Nusantara (IKN) Kementerian ATR/ BPN menetapkan 24 paket pengadaan tanah untuk infrastruktur di IKN. https://t.co/Al3aEY01qn,1.82960890367352E+018,,,in,"Nusa Tenggara Barat, Indonesia",0,0,0,https://x.com/kantahkotabima/status/1829608903673528423,1.22925450624578E+018,kantahkotabima
1.82946637969268E+018,Fri Aug 30 19:55:08 +0000 2024,0,@HajrinMantu @griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @ImamWM @BANGSAygSUJUD @Chavesz08 Investor asing penting buat IKN tapi APBN juga tetap harus dipakai. Ini proyek nasional bukan proyek kecil.,1.82960881446913E+018,,HajrinMantu,in,,0,0,0,https://x.com/tyosieekho89/status/1829608814469136623,3146736950,tyosieekho89
1.82945995170376E+018,Fri Aug 30 19:54:47 +0000 2024,0,@HajrinMantu @GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @AsahPolaPikir @Virgin_97 @papa_loren Proyek IKN ini buat kepentingan jangka panjang bangsa. Bukan sekadar proyek biasa!,1.82960872455164E+018,,HajrinMantu,in,,0,0,0,https://x.com/tyosieekho89/status/1829608724551647304,3146736950,tyosieekho89
1.82842874795311E+018,Fri Aug 30 19:54:24 +0000 2024,0,@gorunbiraz3 @CNNIndonesia @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @CherylTanzil @AlmaghribiS @proclaro_lover Bandara di IKN belum jadi tapi Jokowi udah tunda pindah. Ini proyek gagal!,1.82960863042307E+018,,gorunbiraz3,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608630423077179,2354566718,HajrinMantu
1.82682538624598E+018,Fri Aug 30 19:54:14 +0000 2024,0,@GirlBieberJ @cnbcindonesia @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @msaid_didu @Ndons_Back @OposisiCerdas Proyek IKN ini bikin rakyat menderita. Pajak naik tapi manfaatnya nggak ada.,1.82960858707494E+018,,GirlBieberJ,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608587074945239,2354566718,HajrinMantu
